stationName,stationID,sLongitude,sLatitude,clusterID
Ditmars Blvd & 43 St,7039.03,-73.903865,40.771203,86
Sheridan Ave & E 168 St,8160.03,-73.9154,40.835334,85
23 Ave & 27 St,7178.02,-73.915318,40.776165,6
Greenwood Ave & E 4 St,3353.04,-73.977739,40.650739,70
Greenwich Ave & Charles St,5914.08,-74.000271,40.735238,194
W 107 St & Columbus Ave,7619.05,-73.962113,40.799757,175
Putnam Ave & Throop Ave,4392.04,-73.94111,40.685153,31
Monroe St & Bedford Ave,4368.05,-73.953809,40.685144,184
Broadway & W 38 St,6560.15,-73.987349,40.752973,113
42 St & 1 Ave,3428.02,-74.014372,40.654798,9
44 St & 6 Ave,3233.06,-74.004483,40.647105,77
Market St & Henry St,5270.09,-73.994464,40.713107,166
Motorgate,6814.01,-73.947721,40.763909,153
Grand St & Samuel Dickstein Plaza,5335.07,-73.984171,40.715119,69
W 35 St & 9 Ave,6569.09,-73.996089,40.754145,177
10 St & 5 Ave,3842.08,-73.987001,40.668627,99
W 4 St & 7 Ave S,5880.02,-74.002939,40.734011,162
E 40 St & 5 Ave,6474.11,-73.981632,40.752062,111
Bronx Shore Comfort Station,7618.01,-73.92404,40.80046,146
Metropolitan Ave & Bedford Ave,5308.04,-73.960241,40.715348,128
Adelphi St & Myrtle Ave,4620.02,-73.971789,40.693083,180
E 53 St & Lexington Ave,6617.09,-73.970694,40.758281,143
Dean St & Franklin Ave,4107.13,-73.955637,40.677592,98
Fulton St & Pearl St,5024.09,-74.004386,40.707722,1
Fulton St & William St,5137.11,-74.006551,40.709601,1
Freeman St & Reverend James A Polite Ave,8080.01,-73.894717,40.830529,139
E 51 St & 1 Ave,6532.06,-73.96593,40.754557,40
Jay St & Tech Pl,4710.06,-73.987167,40.695065,155
Leonard St & Nassau Ave,5550.09,-73.949844,40.723957,191
E 58 St & 3 Ave,6762.02,-73.967245,40.760958,40
Riverside Dr & W 148 St,8054.04,-73.950426,40.829114,107
Onderdonk Ave & Dekalb Ave,5115.01,-73.91497,40.70863,189
Pike St & Monroe St,5159.04,-73.99193,40.711731,166
3 Ave & E 72 St,7028.04,-73.960607,40.769943,101
St Ann's Ave & Westchester Ave,7835.10,-73.911918,40.815887,141
Walton Ave & E 153 St,7945.07,-73.926907,40.822351,124
Schermerhorn St & Court St,4565.04,-73.991834,40.691029,155
Broadway & W 185 St,8416.07,-73.93441,40.852538,152
6 Ave & 9 St,3803.09,-73.983776,40.668127,99
Pleasant Ave & E 120 St,7579.01,-73.931185,40.797477,36
Amsterdam Ave & W 152 St,8069.01,-73.944279,40.829523,107
Buchanan Pl & Grand Ave,8535.01,-73.90626,40.85834,160
Pacific St & Classon Ave,4148.07,-73.95879,40.679194,98
Stewart Ave & Johnson Ave,5123.07,-73.92587,40.70869,16
Huron St & Franklin St,5869.04,-73.95826,40.73266,44
Roebling St & N 4 St,5267.09,-73.95739,40.71469,65
Frost St & Debevoise Ave,5433.04,-73.93948,40.71882,82
31 Ave & 30 St,6857.09,-73.924031,40.7647,179
Devoe St & Morgan Ave,5282.02,-73.93515,40.713811,82
Smith St & 9 St,4077.04,-73.997858,40.674696,135
20 Ave & 48 St,7066.01,-73.896849,40.772899,195
Broadway & Ellwood St,8547.04,-73.929719,40.862058,196
Hope St & Union Ave,5187.03,-73.951413,40.711674,3
E 3 St & Church Ave,3046.03,-73.977433,40.643817,70
Clinton Ave & Myrtle Ave,4651.02,-73.968896,40.693261,180
3 Ave & E 170 St,8137.06,-73.903743,40.834857,51
Irving Ave & Halsey St,4695.04,-73.90663,40.69467,132
Linden St & Knickerbocker Ave,4743.04,-73.91566,40.69714,117
Prospect Park West & 8 St,3722.04,-73.976376,40.665147,63
W 120 St & Claremont Ave,7745.07,-73.9634,40.810949,27
Lenox Ave & W 144 St,7910.01,-73.936521,40.819783,76
3 Ave & E 100 St,7414.17,-73.947283,40.787721,0
Longfellow Ave & E 165 St,7983.04,-73.887729,40.825322,24
W Burnside Ave & University Ave,8425.01,-73.912498,40.853686,160
Walton Ave & E 171 St,8249.10,-73.915073,40.840683,2
Washington Ave & E 167 St,8068.01,-73.907618,40.829896,51
Frederick Douglass Blvd & W 117 St,7688.12,-73.954692,40.805159,148
E 161 St & Park Ave,7979.17,-73.916407,40.824811,49
West End Ave & W 107 St,7650.05,-73.968181,40.802117,181
45 St & 4 Ave,3275.03,-74.009486,40.649145,9
W 92 St & Broadway,7502.01,-73.9739,40.7921,58
64 St & 3 Ave,2971.02,-74.02324,40.639978,95
W 113 St & Broadway,7713.01,-73.964928,40.805973,27
Withers St & Kingsland Ave,5362.08,-73.94051,40.71773,82
Grand Concourse & E 156 St,7984.04,-73.924689,40.823429,124
Jefferson Ave & Evergreen Ave,4517.03,-73.91458,40.68989,154
Montague St & Clinton St,4677.06,-73.992327,40.694271,155
McKibbin St & Bogart St,5059.02,-73.933871,40.706237,103
36 St & 3 Ave,3460.02,-74.006664,40.655716,183
31 St & Broadway,6789.04,-73.925921,40.761584,179
Rockaway Ave & Bainbridge St,4285.09,-73.911666,40.6832,7
2 Ave & E 99 St,7386.10,-73.945526,40.786259,0
Ogden Ave & W 164 St,8115.01,-73.929372,40.832812,30
Dawson St & Intervale Ave,7888.10,-73.897263,40.819999,34
34 St & 5 Ave,3451.01,-74.001131,40.654098,120
W 212 St & 10 Ave,8647.07,-73.916757,40.867658,19
Ditmars Blvd & 48 St,6935.01,-73.901001,40.769219,195
55 St & 7 Ave,2951.05,-74.008957,40.639673,188
Isham St & Broadway,8665.09,-73.919685,40.86788,19
Madison St & Clinton St,5190.07,-73.987763,40.71269,69
Steinway St & Broadway,6711.13,-73.918975,40.759058,81
Bridge St & York St,4853.06,-73.984712,40.701334,50
31 Ave & 57 St,6621.06,-73.904726,40.757357,121
E 165 St & Clay Ave,8052.02,-73.91288,40.82809,85
Morris Ave & E 184 St,8550.04,-73.90079,40.86008,92
St Marks Pl & 4 Ave,4249.10,-73.97989,40.681778,100
Frederick Douglass Blvd & W 145 St,7954.12,-73.941928,40.823061,76
W 13 St & 7 Ave,6030.04,-73.999947,40.737815,62
Steinway St & Ditmars Blvd,7074.01,-73.906127,40.772717,86
Amsterdam Ave & W 119 St,7727.08,-73.959586,40.808632,27
W 110 St & Amsterdam Ave,7646.04,-73.96295,40.802692,27
E 171 St & Webster Ave,8190.03,-73.905838,40.838379,167
34 Ave & 13 St,6836.07,-73.936485,40.763875,56
Grand Concourse & E 203 St,8734.04,-73.88661,40.87382,75
Southern Blvd & E 174 St,8163.05,-73.887931,40.836733,158
E 33 St & 1 Ave,6197.08,-73.974498,40.743227,104
3 Ave & Franklin Ave,8012.04,-73.907451,40.82696,51
Van Sinderen Ave & Truxton St,4161.01,-73.90369,40.6786,7
Grand Concourse & E 175 St,8303.06,-73.909232,40.846221,2
E 174 St & Walton Ave,8285.09,-73.912042,40.844811,2
Bergen St & Smith St,4446.01,-73.990632,40.686744,142
21 St & 38 Ave,6656.05,-73.939122,40.757631,133
E 78 St & 2 Ave,7057.07,-73.955778,40.772797,178
President St & 4 Ave,4101.17,-73.983262,40.676757,72
Freeman St & Southern Blvd,8060.01,-73.892103,40.830051,139
27 Ave & 9 St,7098.05,-73.930913,40.773983,39
Grand Concourse & E 164 St,8057.02,-73.921461,40.829608,30
McDonald Ave & Vanderbilt St,3394.03,-73.981231,40.651654,70
Water St & Gouverneur Ln,4993.15,-74.008034,40.704697,90
University Ave & W 168 St,8183.02,-73.927034,40.838706,122
W 147 St & Adam Clayton Powell Blvd,7971.07,-73.937413,40.82281,76
Ft. Hamilton Pkwy & E 5 St,3240.15,-73.97673,40.649037,70
Ocean Pkwy & Church Ave,3125.09,-73.974515,40.644719,70
Bainbridge Ave & E 198 St,8649.03,-73.888456,40.868487,187
Morningside Ave & W 123 St,7741.01,-73.955151,40.81,93
Astoria Park S & Shore Blvd,7159.08,-73.927631,40.7767,39
Nagle Ave & Ellwood St,8528.05,-73.928489,40.86012,196
University Ave & Brandt Pl,8366.07,-73.918389,40.848354,61
E 167 St & Clay Ave,8088.01,-73.91125,40.83094,85
Melrose Ave & E 154 St,7918.12,-73.916071,40.819609,141
Lexington Ave & E 24 St,6089.07,-73.984092,40.740259,5
E 2 St & Avenue C,5476.03,-73.980858,40.720874,23
Anthony Ave & E Tremont Ave,8356.04,-73.903178,40.848793,84
Andrews Ave S & W 179 St,8483.02,-73.91278,40.855156,160
Audubon Ave & W 192 St,8469.01,-73.927128,40.85564,152
Carroll St & Columbia St,4348.07,-74.003486,40.683046,33
Bradhurst Ave & W 148 St,7992.04,-73.941616,40.825125,170
20 Ave & 21 St,7363.04,-73.912297,40.784003,116
31 Ave & 14 St,6966.04,-73.932266,40.7682,56
4 Ave & Shore Road Dr,2832.03,-74.022141,40.637033,95
5 Av & W 139 St,7851.04,-73.935856,40.815484,76
Sullivan Pl & Bedford Ave,3736.04,-73.957469,40.664241,41
Jerome Ave & W 195 St,8653.09,-73.89657,40.86874,161
Columbia St & Lorraine St,4013.08,-74.007557,40.674706,48
Jerome Ave & E 198 St,8720.02,-73.892896,40.871445,75
W 140 St & Riverside Dr,7981.27,-73.954743,40.824013,150
Caton Ave & Argyle Rd,3303.01,-73.967829,40.649681,149
Hamilton Pl & W 140 St,7959.18,-73.951346,40.822756,8
Andrew Ave N & Hall of Fame Tce,8520.01,-73.91008,40.85834,160
21 Ave & Shore Blvd,7342.01,-73.916894,40.783956,116
Sherman Ave & E 166 St,8072.06,-73.917448,40.831305,85
9 Ave & W 219 St,8696.05,-73.911503,40.871094,108
W 82 St & Central Park West,7304.08,-73.97137,40.78275,15
E 2 St & Avenue A,5553.10,-73.985836,40.723077,144
E 20 St & 2 Ave,5971.08,-73.98205,40.735877,169
31 Ave & Crescent St,6893.10,-73.926547,40.765835,179
Bushwick Ave & McKibbin St,5027.02,-73.93936,40.705517,103
Clinton St\t& Cherry St,5190.09,-73.986726,40.711471,69
Hudson St & Reade St,5359.10,-74.009106,40.71625,64
E 39 St & Lexington Ave,6389.09,-73.977292,40.749499,111
Harrison St & Hudson St,5400.05,-74.009001,40.71871,176
Jefferson St & Cypress Ave,5082.08,-73.92157,40.70907,16
2 Ave & E 72 St,6925.09,-73.958408,40.768762,29
W 63 St & Broadway,7052.01,-73.982614,40.771639,125
Home St & Westchester Ave,8020.01,-73.886659,40.827629,24
6 Ave & W 33 St,6364.07,-73.988484,40.749013,60
W 25 St & 6 Ave,6215.04,-73.991449,40.743954,60
Amsterdam Ave & W 79 St,7311.02,-73.978652,40.782939,131
E 91 St & 2 Ave,7286.01,-73.94963,40.781153,0
Emerson Pl & Myrtle Ave,4683.02,-73.962236,40.693631,114
Washington Pl & Broadway,5755.01,-73.994046,40.729039,71
Washington Pl & 6 Ave,5838.09,-74.000264,40.732241,194
E 6 St & Avenue B,5584.04,-73.981854,40.724537,23
W 46 St & 11 Ave,6795.01,-73.996674,40.763414,97
Clinton St & Grand St,5303.06,-73.98703,40.715595,69
Putnam Ave & Knickerbocker Ave,4663.06,-73.91164,40.69545,132
Old Slip & South St,4993.13,-74.007868,40.703367,90
Sherman Ave & Thayer St,8583.02,-73.926994,40.863124,196
W Tremont Ave & Montgomery Ave,8407.03,-73.916418,40.851788,61
Lewis Ave & Decatur St,4237.01,-73.934903,40.68146,110
Featherbed Ln & Nelson Ave,8327.15,-73.919637,40.846011,61
6 Ave & Broome St,5610.09,-74.00473,40.72431,20
Grove St & Broadway,4526.01,-73.923511,40.69047,83
Bushwick Ave & Harman St,4640.01,-73.92524,40.69356,83
Crotona Park East & E 173 St,8182.02,-73.890413,40.837037,158
McKibbin St & Manhattan Ave,4996.08,-73.944073,40.705109,88
Lenox Ave & W 111 St,7602.05,-73.9523,40.798786,54
Folin St & E 181 St,8435.06,-73.898385,40.853929,32
10 Ave & W 207 St,8613.09,-73.918598,40.864632,19
Melrose Ave & E 150 St,7879.01,-73.917338,40.816827,141
Driggs Ave & N Henry St,5542.04,-73.94308,40.72325,52
58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,3138.09,-74.021506,40.644512,173
E 4 St & 2 Ave,5593.04,-73.98978,40.726281,144
W Tremont Ave & Grand Ave,8384.03,-73.912785,40.850036,61
E 150 St & Gerard Ave,7906.13,-73.928947,40.820089,124
Adam Clayton Powell Blvd & W 118 St,7670.09,-73.951475,40.804372,54
Lenox Ave & W 146 St,7910.10,-73.935971,40.821111,76
46 St & 28 Ave,6842.02,-73.908782,40.763328,67
5 Ave & E 135 St,7769.06,-73.937838,40.812191,134
Lincoln Pl & Classon Ave,3960.01,-73.9609,40.672168,98
9 Ave & W 45 St,6717.06,-73.991255,40.760193,113
Cooper Square & Astor Pl,5712.03,-73.990753,40.729515,71
Rogers Ave & Sterling St,3696.05,-73.953875,40.663062,41
Newton Rd & 44 St,6743.06,-73.914268,40.75957,35
Grand Concourse & E 166 St,8092.06,-73.91956,40.83196,85
E Mosholu Pkwy & Van Cortlandt Ave E,8778.01,-73.88366,40.87656,126
Cadman Plaza E & Red Cross Pl,4821.06,-73.989718,40.699918,50
State St & Smith St,4565.06,-73.989129,40.689269,155
Clinton St	& Cherry St,5190.09,-73.986726,40.711471,69
Carlton Ave & Park Ave,4732.04,-73.973556,40.695807,46
W 129 St & Convent Ave,7818.17,-73.953247,40.814394,93
48 Ave & 30 Pl,6076.01,-73.937259,40.741283,127
Bruckner Blvd & Bryant Ave,7944.11,-73.888546,40.821952,109
Adam Clayton Powell Blvd & W 130 St,7774.02,-73.946168,40.812346,159
Morris Ave & E 153 St,7901.04,-73.921411,40.820036,124
Bushwick Ave & Furman Ave,4317.05,-73.90623,40.68281,7
E Tremont Ave & Jerome Ave,8403.02,-73.908964,40.851747,160
Green St & McGuinness Blvd,5860.02,-73.95204,40.73396,44
20 Ave & Shore Blvd,7391.02,-73.915098,40.785994,116
W 34 St & 11 Ave,6578.01,-74.002116,40.755942,42
W 21 St & 6 Ave,6140.05,-73.994156,40.74174,119
Reade St & Broadway,5247.10,-74.005628,40.714505,1
E 33 St & 5 Ave,6322.01,-73.984907,40.747659,5
Allen St & Rivington St,5414.06,-73.989978,40.720196,144
7 Ave & 40 St,3266.01,-74.000057,40.648169,77
W 18 St & 6 Ave,6064.08,-73.994564,40.739713,119
E 2 St & 2 Ave,5593.02,-73.990697,40.725029,144
Hanson Pl & Ashland Pl,4395.07,-73.977908,40.685068,129
E 10 St & Avenue A,5659.05,-73.98142,40.727408,23
7 St & 5 Ave,3914.02,-73.985417,40.670492,99
Avenue D & E 3 St,5436.09,-73.977932,40.720828,23
White St & Moore St,4987.06,-73.9351,40.704508,103
Delancey St & Eldridge St,5414.07,-73.991479,40.719383,94
W 51 St & Rockefeller Plaza,6700.14,-73.978116,40.759738,68
Allen St & Hester St,5342.10,-73.991908,40.716059,94
Bayard St & Leonard St,5442.05,-73.948854,40.719156,52
W 56 St & 10 Ave,6955.01,-73.988639,40.768254,28
Bleecker St & Crosby St,5679.08,-73.995102,40.726156,71
W 15 St & 6 Ave,5989.02,-73.99643,40.738046,62
Watts St & Greenwich St,5578.02,-74.00966,40.724055,74
Edgecombe Ave & W 167 St,8187.04,-73.936085,40.838191,18
Audobon Ave & W 179 St,8316.02,-73.933291,40.847305,96
Pershing Square North,6432.09,-73.977706,40.751873,111
E 15 St & 3 Ave,5863.07,-73.986923,40.734232,78
Thompson St & Bleecker St,5721.07,-73.999688,40.728401,171
E 17 St & Broadway,5980.07,-73.990093,40.73705,119
Fulton St & Waverly Ave,4345.11,-73.965996,40.683239,12
4 Ave & 26 St,3596.04,-73.998633,40.660079,79
Albany St & Greenwich St,5145.02,-74.013247,40.709267,192
Amsterdam Ave & W 167 St,8206.17,-73.937044,40.839443,18
59 St & 5 Ave,2961.05,-74.015726,40.640125,53
Greenwich St & W Houston St,5730.08,-74.008591,40.728846,74
Creston Ave & E 181 St,8456.02,-73.90281,40.8549,92
Putnam Ave & Nostrand Ave,4327.09,-73.94977,40.68402,31
E 58 St & Madison Ave,6839.04,-73.972095,40.763026,66
Great Jones St,5636.11,-73.99379,40.727434,71
Butler St & Court St,4339.01,-73.994403,40.684989,142
5 Ave & E 72 St,7100.07,-73.966853,40.772828,101
Cherry St,5181.04,-73.979481,40.712199,69
Sunken Meadow Comfort Station,7571.01,-73.91906,40.79558,146
E 163 St & Union Ave,7970.05,-73.901824,40.822545,115
W 51 St & 6 Ave,6740.10,-73.98042,40.76066,68
Sterling St & Bedford Ave,3665.06,-73.956912,40.662706,41
W 20 St & 10 Ave,6306.01,-74.005141,40.745686,25
Grand St & Greene St,5500.02,-74.002381,40.7217,20
Lafayette St & Jersey St,5561.06,-73.995653,40.724561,71
E 20 St & FDR Drive,5886.02,-73.975739,40.733143,169
Broadway & E 14 St,5905.12,-73.990741,40.734546,119
Bushwick Ave & Powers St,5250.05,-73.941,40.712477,82
Suffolk St & Stanton St,5445.02,-73.98518,40.720664,144
6 Ave & 12 St,3803.05,-73.985462,40.666318,99
1 Ave & E 68 St,6822.09,-73.958185,40.765005,29
7 Ave & Central Park South,6912.01,-73.979069,40.766741,165
E 88 St & 1 Ave,7235.13,-73.948813,40.778301,123
Bushwick Ave & Forrest St,4914.03,-73.93641,40.70076,103
Forsyth St\t& Grand St,5382.07,-73.993161,40.717798,94
Broadway & Madison St,4483.10,-73.91966,40.68822,83
DeKalb Ave & Vanderbilt Ave,4461.04,-73.968855,40.689407,180
Washington Ave & Park Ave,4724.03,-73.96751,40.696102,180
Grand St & Havemeyer St,5267.08,-73.956981,40.712868,65
Marcy Ave & Lafayette Ave,4476.03,-73.947915,40.690081,140
St Johns Pl & Washington Ave,4001.09,-73.963161,40.673724,98
Boerum Pl\t& Pacific St,4488.09,-73.99116,40.688489,142
Stanton St & Mangin St,5326.06,-73.976289,40.717821,23
Graham Ave & Conselyea St,5291.05,-73.944507,40.715143,52
12 Ave & W 125 St,7886.02,-73.960405,40.818299,150
Cleveland Pl & Spring St,5492.05,-73.997249,40.722104,20
Pershing Square South,6432.08,-73.97791,40.751581,111
West St & Chambers St,5329.03,-74.013221,40.717548,64
E 54 St & 1 Ave,6608.09,-73.964179,40.756265,40
E 44 St & 2 Ave,6422.09,-73.971387,40.751184,164
Lispenard St & Broadway,5391.06,-74.002472,40.719392,20
2 Ave & 32 St,3532.02,-74.006584,40.659176,183
11 Ave & W 59 St,7059.01,-73.99046,40.771497,28
W 159 St & Edgecombe Ave,8119.05,-73.939326,40.833303,170
Madison St & Montgomery St,5262.09,-73.984844,40.713126,69
21 St & Hoyt Ave S,7126.01,-73.923706,40.774645,39
E 45 St & 3 Ave,6464.08,-73.972826,40.752554,164
W 37 St & 5 Ave,6398.06,-73.98339,40.75038,111
2 Ave & E 96 St,7338.02,-73.947167,40.783964,0
W 55 St & 6 Ave,6809.09,-73.978434,40.763189,165
59 St & 4 Ave,3011.03,-74.017651,40.641269,53
E 91 St & Park Ave,7344.05,-73.955327,40.783502,0
W 163 St & Riverside Dr,8210.01,-73.945446,40.839278,18
Union St & Nevins St,4143.03,-73.987655,40.679098,72
E 77 St & 3 Ave,7092.06,-73.958562,40.773142,178
Catherine St & Monroe St,5128.04,-73.996826,40.711174,166
Cumberland St & Lafayette Ave,4428.02,-73.972652,40.687534,130
Barrow St & Hudson St,5805.05,-74.006744,40.731724,162
Pike St & E Broadway,5270.05,-73.992939,40.714067,166
Fulton St & Adams St,4637.06,-73.989495,40.692418,155
Lafayette Ave & Classon Ave,4452.01,-73.960239,40.689004,114
DeKalb Ave & Franklin Ave,4528.01,-73.957462,40.690648,114
St James Pl & Pearl St,5167.06,-74.000165,40.711174,1
E 12 St & Ave C,5616.08,-73.976831,40.727243,23
21 St & 4 Ave,3668.04,-73.995554,40.662584,79
E Tremont Ave & E 176 St,8356.02,-73.901883,40.847798,84
E 149 St & Eagle Ave,7793.02,-73.91186,40.814046,10
W 35 St & Dyer Ave,6569.08,-73.997402,40.754692,42
Central Park West & W 68 St,7079.06,-73.977825,40.773407,15
Lexington Ave & E 26 St,6089.08,-73.983293,40.741459,5
Willoughby Ave & Wyckoff Ave,5010.02,-73.92153,40.705614,16
Murray St & Greenwich St,5288.12,-74.011223,40.714852,64
Dock 72 Way & Market St,4804.02,-73.97141,40.69985,46
W 13 St & 5 Ave,5947.04,-73.99431,40.735445,119
W 10 St & Washington St,5847.06,-74.008515,40.733424,162
E 89 St & York Ave,7204.08,-73.946041,40.777945,123
E 12 St & 3 Ave,5788.12,-73.9889,40.732233,78
Richardson St & N Henry St,5433.03,-73.942237,40.719079,52
Front St & Washington St,4936.01,-73.989402,40.702551,50
E 72 St & Park Ave,6998.08,-73.964094,40.771183,101
Avenue D & E 10 St,5575.13,-73.975158,40.725066,23
Madison Av & E 51 St,6659.09,-73.97513,40.75863,143
Henry St & Atlantic Ave,4531.05,-73.996123,40.690893,80
Driggs Ave & Lorimer St,5481.04,-73.950415,40.721791,191
St. Ann's Ave & E 144 St,7755.03,-73.914932,40.811112,10
Myrtle Ave & Grove St,4816.05,-73.91516,40.69905,117
Creston Ave & E 178 St,8379.07,-73.906469,40.850885,84
Hoe Ave & Jennings St,8095.06,-73.889686,40.832171,24
E 75 St & 3 Ave,6991.12,-73.957723,40.771129,29
1 Ave & E 30 St,6079.03,-73.975361,40.741444,104
Kosciuszko St & Tompkins Ave,4553.04,-73.945242,40.691283,140
E 51 St & 2 Ave,6575.03,-73.967641,40.755293,40
Central Ave & Himrod St,4713.01,-73.92302,40.69676,83
3 St & 7 Ave,3905.15,-73.978397,40.670384,63
E 41 St & Madison Ave,6474.12,-73.979922,40.752165,111
Steinway St & 19 Ave,7220.01,-73.899558,40.778089,86
South St & Whitehall St,4846.01,-74.012342,40.701221,90
Pearl St & Hanover Square,4993.02,-74.00926,40.704718,90
India St & Manhattan Ave,5826.02,-73.955086,40.732322,44
Madison Ave & E 82 St,7188.13,-73.960694,40.778131,105
4 Ave & 3 St,4028.04,-73.985649,40.673746,72
Congress St & Clinton St,4455.10,-73.995452,40.688255,142
Barclay St & Church St,5216.04,-74.010202,40.712912,64
Jerome Ave & W 177 St,8362.09,-73.910765,40.850121,61
E 9 St & 5 Ave,5872.10,-73.995817,40.732759,194
W 54 St & 9 Ave,6920.03,-73.986905,40.765849,168
Riverside Dr & W 78 St,7340.06,-73.983625,40.784145,131
Atlantic Ave & Fort Greene Pl,4354.07,-73.976323,40.683826,129
S 4 St & Rodney St,5156.05,-73.95608,40.70934,65
W 42 St & 8 Ave,6602.05,-73.990985,40.75757,113
West End Ave & W 94 St,7524.09,-73.974124,40.794165,58
1 Ave & E 94 St,7286.05,-73.94594,40.781721,0
Plaza St West & Flatbush Ave,4010.13,-73.971115,40.675021,163
57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,3178.02,-74.023087,40.646377,173
W 67 St & Broadway,7116.04,-73.982666,40.774925,125
S 3 St & Bedford Ave,5235.05,-73.962644,40.712605,147
Broadway & W 122 St,7783.18,-73.961255,40.812056,27
Davidson Ave & W Burnside Ave,8441.05,-73.908731,40.853646,160
E 47 St & 2 Ave,6498.10,-73.970325,40.753231,164
Park Pl & Franklin Ave,4033.06,-73.956495,40.674181,98
Montrose Ave & Bushwick Ave,5068.02,-73.940162,40.707678,103
Madison Ave & E 99 St,7443.01,-73.952429,40.789485,172
Marcus Garvey Blvd & Macon St,4278.03,-73.938037,40.682601,110
Grand Concourse & E 192 St,8601.04,-73.89522,40.86448,161
1 St & 6 Ave,3946.07,-73.979826,40.672784,63
Menahan St & Seneca Ave,4963.13,-73.91054,40.70461,37
Halsey St & Evergreen Ave,4474.01,-73.91227,40.68858,154
Park Ave & St Edwards St,4700.06,-73.978034,40.696089,186
W 89 St & Columbus Ave,7432.09,-73.970416,40.788221,89
Liberty St & Nassau St,5105.09,-74.009355,40.708589,90
E 11 St & 3 Ave,5788.16,-73.98849,40.73127,78
W 30 St & 10 Ave,6459.07,-74.002353,40.752694,42
Vesey St & Church St,5216.06,-74.010472,40.71222,64
Hudson St & W 13 St,6115.06,-74.005274,40.740057,25
E 27 St & 1 Ave,6004.06,-73.976806,40.739445,104
Irving Ave & Palmetto St,4775.01,-73.9127,40.698,132
Myrtle Ave & St Edwards St,4659.02,-73.977039,40.69327,130
Parade Pl & Crooke Ave,3376.02,-73.965248,40.651847,149
Bushwick Ave & Linden St,4600.09,-73.92146,40.69146,83
Irving Ave & Harman St,4856.05,-73.9179,40.70108,117
Vesey Pl & River Terrace,5297.02,-74.016584,40.715338,64
Centre St & Seneca Ave,4837.03,-73.9022,40.69969,157
Laight St & Hudson St,5539.06,-74.007718,40.721854,176
Ft. Hamilton Pkwy & E 2 St,3280.04,-73.979342,40.648005,70
Irving Ave & Jefferson St,5051.02,-73.92535,40.70538,16
Washington Park,4546.05,-73.97373,40.691782,130
Clermont Ave & Lafayette Ave,4461.01,-73.969689,40.687645,180
Center Blvd & 51 Ave,6179.07,-73.959607,40.743366,22
53 St & 5 Ave,3129.08,-74.011884,40.643371,188
Allen St & Stanton St,5484.09,-73.989111,40.722055,144
West St & Liberty St,5184.08,-74.014847,40.711444,192
1 Ave & E 6 St,5626.15,-73.986169,40.726331,144
Seaman Ave & Isham St,8665.02,-73.920763,40.869899,19
W 17 St & 8 Ave,6148.02,-74.001497,40.741776,62
W 29 St & 9 Ave,6416.06,-73.998393,40.750073,177
Stanton St & Chrystie St,5523.02,-73.991475,40.722293,144
West Farms Rd & Boone Ave,8076.01,-73.886312,40.830025,24
Carroll St & Washington Ave,3887.03,-73.961815,40.668674,41
E 171 St & 3 Ave,8171.06,-73.902185,40.837119,106
Prospect Pl & Underhill Ave,4116.08,-73.96579,40.676969,163
Stanhope St & Fairview Ave,5146.03,-73.91116,40.70998,189
Kane St & Clinton St,4455.11,-73.996453,40.686176,142
E 68 St & Madison Ave,6932.15,-73.967035,40.769157,101
34 Ave & 31 St,6720.07,-73.927144,40.759604,179
W 52 St & 6 Ave,6740.01,-73.97982,40.76133,68
W 95 St & Broadway,7541.01,-73.971888,40.79377,89
Lewis Ave & Madison St,4425.02,-73.935775,40.686312,110
Forsyth St & Broome St,5453.05,-73.992663,40.718939,94
Henry St & Remsen St,4645.04,-73.994651,40.69401,80
Division Ave & Hooper St,5045.05,-73.954435,40.706842,65
40 Ave & 9 St,6664.05,-73.945133,40.75742,153
North Moore St & Greenwich St,5470.12,-74.010301,40.720195,176
Spruce St & Gold St,5137.13,-74.004323,40.710323,1
Garfield Pl & 8 Ave,3978.13,-73.974841,40.671198,63
10 St & 7 Ave,3762.08,-73.981999,40.666208,99
Sharon St & Olive St,5323.05,-73.93856,40.715353,82
Jerome Ave & Ogden Ave,8081.01,-73.931015,40.829797,30
Broadway & W 29 St,6289.06,-73.988557,40.746201,60
W 44 St & 5 Ave,6551.02,-73.980144,40.755003,68
5 Ave & E 87 St,7323.09,-73.959875,40.782323,105
Seaman Ave & Beak St,8650.11,-73.926363,40.867505,138
Knickerbocker Ave & Cooper St,4582.05,-73.90448,40.69081,157
Amsterdam Ave & W 66 St,7149.05,-73.984706,40.774667,125
Broad St & Bridge St,4962.08,-74.011678,40.703652,90
4 Ave & 17 St,3739.06,-73.993037,40.665507,21
Sullivan Pl & Franklin Ave,3704.08,-73.960251,40.66408,41
Park Pl & Church St,5288.08,-74.009355,40.713342,64
W 36 St & 9 Ave,6569.07,-73.995168,40.754623,113
E 48 St & 5 Ave,6626.01,-73.978059,40.757246,68
Suydam St & Broadway,4689.03,-73.93223,40.69544,43
Centre St & Worth St,5279.03,-74.002345,40.714948,1
E 144 St & Brook Ave,7777.02,-73.917037,40.811675,141
E 85 St & 3 Ave,7212.05,-73.954071,40.778012,178
Newtown Ave & 23 St,7026.08,-73.924615,40.771361,39
E 74 St & 1 Ave,6953.08,-73.954823,40.768974,29
