stationName,stationID,sLongitude,sLatitude,clusterID
Union Ave & Jackson St,5300.06,-73.952029,40.716075,191
Adam Clayton Powell Blvd & W 141 St,7893.05,-73.941057,40.819241,76
Clinton St & 4 Place,4119.04,-74.000145,40.678356,112
W 37 St & 10 Ave,6611.02,-73.997901,40.756604,42
Mount Eden Pkwy & Eastburn Ave,8245.03,-73.908544,40.842675,2
E 97 St & Madison Ave,7393.09,-73.953559,40.787801,172
Picnic Point,4374.01,-74.025353,40.685126,136
E 115 St & Lexington Ave,7599.09,-73.9423,40.797911,118
Douglass St & 4 Ave,4175.14,-73.98154,40.679279,100
Westchester Ave & Southern Blvd,8004.03,-73.891677,40.824956,34
Lawrence St & Willoughby St,4596.09,-73.986317,40.692362,17
7 Ave & 41 St,3192.05,-74.000911,40.647379,77
Amsterdam Ave & W 136 St,7920.05,-73.951819,40.819746,8
Lexington Ave & E 111 St,7567.06,-73.944123,40.795412,190
52 St & 6 Ave,3084.05,-74.009441,40.642703,188
36 Ave & 10 St,6737.03,-73.941126,40.761438,133
E 93 St & 2 Ave,7286.02,-73.94892,40.782454,0
7 Ave & Park Pl,4125.07,-73.973243,40.677615,163
Bedford Ave & Montgomery St,3736.03,-73.956934,40.665816,41
E 147 St & Bergen Ave,7840.11,-73.91839,40.814673,141
31 Ave & Steinway St,6782.01,-73.917007,40.761149,145
24 St & 5 Ave,3555.04,-73.995068,40.659555,79
Broadway & W 168 St,8226.06,-73.939721,40.840896,18
E 56 St & 3 Ave,6691.11,-73.967597,40.759345,40
10 Ave & W 14 St,6157.04,-74.008316,40.741982,25
Kent Ave & S 11 St,5062.01,-73.968415,40.707645,147
Canal St & Rutgers St,5303.08,-73.9899,40.714275,94
Woodward Ave & Harman St,5074.08,-73.91092,40.70793,37
Monroe St & Tompkins Ave,4434.06,-73.944694,40.686203,31
3 Ave & Carroll St,4143.04,-73.9865,40.677027,72
5 St & 51 Ave,6137.04,-73.9566,40.742374,22
Division Ave & Marcy Ave,5084.03,-73.957968,40.707087,65
Crescent St & 34 Ave,6759.15,-73.930562,40.76108,179
Westchester Ave & E 156 St,7891.06,-73.905203,40.817802,115
Broadway & W 51 St,6779.04,-73.983362,40.762288,165
Centre St & Chambers St,5207.01,-74.004607,40.712733,1
E 16 St & 5 Ave,6022.04,-73.99239,40.737262,119
Amsterdam Ave & W 156 St,8104.10,-73.942386,40.832081,170
Willoughby Ave & Hall St,4611.03,-73.965369,40.69196,180
E 95 St & 3 Ave,7365.13,-73.950503,40.784903,0
E 48 St & 3 Ave,6541.03,-73.971879,40.754601,143
Devoe St & Lorimer St,5259.06,-73.949103,40.713352,3
Stockholm St & Wilson Ave,4824.03,-73.923044,40.699304,198
Nassau Ave & Newell St,5623.03,-73.947526,40.724813,52
36 St & 4 Ave,3420.01,-74.00422,40.654144,120
Union Ave & N 12 St,5411.07,-73.95242,40.71924,191
Degraw St & Smith St,4298.05,-73.993182,40.682915,142
2 Ave & E 104 St,7436.11,-73.943708,40.789211,190
E 58 St & 1 Ave (NE Corner),6682.03,-73.962262,40.758924,40
W 59 St & 10 Ave,7023.04,-73.988038,40.770513,28
2 Ave & 36 St,3460.01,-74.008702,40.657089,183
W 53 St & 10 Ave,6890.01,-73.990617,40.766697,28
W 52 St & 11 Ave,6926.01,-73.993929,40.767272,28
W 87 St & Amsterdam Ave,7458.03,-73.9747,40.78839,58
Kosciuszko St & Nostrand Ave,4519.04,-73.951335,40.690725,140
Court St & State St,4488.08,-73.992031,40.690238,155
E 157 St & River Ave,8005.03,-73.927311,40.825737,124
Lexington Ave & E 120 St,7652.04,-73.939817,40.801307,118
E 149 St & Jackson Ave,7812.01,-73.909235,40.813135,10
Amsterdam Ave & W 73 St,7260.09,-73.98093,40.779668,131
Norman St & Wyckoff Ave,4654.01,-73.90311,40.69517,157
Wilson Ave & Moffat St,4507.07,-73.90506,40.68906,7
W 48 St & Rockefeller Plaza,6667.10,-73.979603,40.757936,68
Melrose St & Broadway,4801.04,-73.935877,40.697481,43
MacDougal St & Washington Sq,5797.01,-73.998522,40.732264,194
Stanton St & Norfolk St,5445.07,-73.986274,40.720747,144
Henry St & Degraw St,4380.08,-73.999173,40.684751,33
Maiden Ln & Pearl St,5065.10,-74.007319,40.707065,90
Townsend Ave & E 175 St,8323.05,-73.911359,40.84741,2
E 20 St & Park Ave,6055.08,-73.98752,40.738274,119
Broad St & Water St,4920.11,-74.011494,40.702938,90
Suydam St & Knickerbocker Ave,4939.07,-73.923769,40.702013,198
5 St & 6 Ave,3874.01,-73.98209,40.670484,99
57 St & 4 Ave,3093.07,-74.016866,40.642622,53
W 144 St & Adam Clayton Powell Blvd,7932.10,-73.939249,40.820877,76
9 Ave & W 22 St,6266.06,-74.001971,40.745497,25
Wyckoff Av & Stanhope St,4931.05,-73.917775,40.703545,117
3 Ave & Wakeman Pl,2883.03,-74.024714,40.638246,95
Cedar St & Myrtle Ave,4751.01,-73.926241,40.697842,198
Southern Blvd & E 149 St,7788.13,-73.904192,40.811892,115
Macon St & Nostrand Ave,4214.03,-73.950048,40.680983,31
St Nicholas Ave & W 150 St,8013.07,-73.942722,40.827212,170
Montgomery St & Franklin Ave,3776.05,-73.960556,40.666439,41
Goble Pl & Macombs Rd,8269.01,-73.917256,40.844075,2
Carroll St & Smith St,4225.14,-73.994758,40.680611,112
Jackson St & Leonard St,5332.10,-73.948213,40.71638,52
35 St & 21 Ave,7170.04,-73.906558,40.776745,86
Christopher St & Greenwich St,5847.01,-74.007114,40.732916,162
Spruce St & Nassau St,5137.10,-74.005524,40.711464,1
W 170 St & University Ave,8254.01,-73.926075,40.84207,122
Old Fulton St,4903.08,-73.993836,40.702772,151
Flushing Ave & Woodward Ave,5225.02,-73.91873,40.71246,189
E 141 St & St Ann's Ave,7722.06,-73.916124,40.808633,87
W 160 St & St. Nicholas Ave,8138.07,-73.939865,40.834468,18
Willoughby St & Fleet St,4628.05,-73.981302,40.691966,17
16th St & 4th Ave,3811.05,-73.992466,40.666197,21
E 44 St & Lexington Ave,6464.09,-73.974996,40.752643,111
Pacific St & Nevins St,4362.04,-73.983021,40.685376,185
Sands St & Jay St,4821.03,-73.9862,40.700119,50
Nelson Ave & 167 St,8183.08,-73.926089,40.836706,122
W 41 St & 8 Ave,6602.03,-73.990026,40.756405,113
8 Ave & W 27 St,6297.07,-73.996637,40.747968,177
Calyer St & Jewel St,5743.02,-73.94839,40.72984,44
6 Ave & 21 St,3628.11,-73.990974,40.66016,199
Jackson Ave & 46 Rd,6203.02,-73.947333,40.745248,73
St. Nicholas Ave & W 157 St,8085.09,-73.94102,40.832314,170
Greenpoint Ave & Manhattan Ave,5785.05,-73.95394,40.73026,44
E 5 St & Cooper Sq,5712.12,-73.990993,40.72769,71
5 Ave & E 29 St,6248.06,-73.986831,40.745168,5
St Mary's St & Jackson Ave,7737.06,-73.91081,40.808891,10
Grand Concourse & E 199 St,8703.05,-73.88839,40.87142,75
11 Ave & W 27 St,6425.04,-74.005226,40.751396,42
Morton St & Washington St,5772.05,-74.00887,40.73115,74
Anderson Ave & W 164 St,8096.03,-73.927421,40.832057,30
Stagg St & Morgan Ave,5170.01,-73.93372,40.710681,82
31 St & Astoria Blvd,6989.07,-73.918406,40.769918,145
E 84 St & 1 Ave,7180.02,-73.950686,40.775655,123
McGuinness Blvd & Eagle St,5977.01,-73.95284,40.73555,44
Lafayette Ave & St James Pl,4494.04,-73.964763,40.688515,180
MacDougal St & Prince St,5687.04,-74.002971,40.727103,171
1 Ave & E 18 St,5854.09,-73.980544,40.733812,169
E 11 St & Avenue B,5659.11,-73.979504,40.727464,23
W 16 St & The High Line,6233.05,-74.006818,40.743349,25
N 12 St & Bedford Ave,5450.04,-73.954847,40.720798,191
Lafayette Ave & Fort Greene Pl,4395.04,-73.976682,40.686919,129
Graham Ave & Grand St,5178.06,-73.944024,40.711863,3
Hancock St & Bedford Ave,4255.05,-73.95399,40.682166,184
East End Ave & E 86 St,7113.08,-73.944461,40.775186,123
Southern Blvd & Tiffany St,7867.04,-73.894143,40.818185,34
Bergen Ave & E 152 St,7858.02,-73.914737,40.817166,141
University Pl & E 8 St,5755.14,-73.994903,40.731437,194
Lenox Ave & W 117 St,7655.22,-73.949078,40.802557,54
E 165 St & Jerome Ave,8130.02,-73.925101,40.83263,30
Park Cir & East Dr,3344.02,-73.972212,40.651566,149
10 Ave & W 28 St,6459.04,-74.001768,40.750664,177
Rivington St & Chrystie St,5453.01,-73.991925,40.721101,94
St Marks Pl & 2 Ave,5669.10,-73.98714,40.728419,78
E 1 St & 1 Ave,5593.01,-73.98865,40.723356,144
Greenwich Ave & 8 Ave,6072.06,-74.002638,40.739017,62
Eastern Pkwy & Franklin Ave,3919.07,-73.95768,40.670777,98
W 50 St & 10 Ave,6890.06,-73.991944,40.764734,168
W Broadway & W Houston St,5644.05,-74.000472,40.726378,171
E 98 St & Park Ave,7443.17,-73.95206,40.78813,172
Schermerhorn St & Bond St,4479.08,-73.984517,40.688417,17
Warren St & W Broadway,5288.09,-74.009106,40.71474,64
Goulden Ave & W 197 St,8707.01,-73.89714,40.87156,161
Morris Ave & E Burnside Ave,8441.01,-73.90546,40.85322,84
Classon Ave & St Marks Ave,4074.03,-73.959608,40.67652,98
31 St & 23 Ave,7144.01,-73.912555,40.774788,6
Sedgwick Ave & W Tremont Ave,8428.03,-73.918214,40.853157,61
E 81 St & Park Ave,7188.10,-73.95901,40.776777,105
Ave D & E 8 St,5506.10,-73.975748,40.723684,23
W 45 St & 8 Ave,6676.02,-73.988597,40.759291,113
W 47 St & 10 Ave,6824.07,-73.993012,40.762699,97
King St & Varick St,5687.11,-74.005363,40.727897,171
W 106 St & Amsterdam Ave,7634.01,-73.966449,40.800836,181
3 Ave & 14 St,3850.03,-73.993333,40.668546,21
E 84 St & Park Ave,7243.04,-73.957721,40.778627,105
Henry St & W 9 St,4086.06,-74.00325,40.676374,135
Ashland Pl & Dekalb Ave,4513.09,-73.978776,40.690065,130
Willoughby Ave & Tompkins Ave,4665.02,-73.946269,40.694254,140
Graham Ave & Withers St,5403.04,-73.944859,40.716981,52
Leonard St & Church St,5359.11,-74.005549,40.717571,176
Prospect Park SW & Vanderbilt St,3457.03,-73.973217,40.65482,149
Broadway & W 25 St,6173.08,-73.989186,40.742869,119
W 24 St & 7 Ave,6257.03,-73.995299,40.744876,177
W 50 St & 9 Ave,6854.05,-73.98918,40.763605,168
Waterbury St & Stagg St,5099.02,-73.93734,40.71019,82
Division St & Bowery,5270.08,-73.996732,40.714193,166
Amsterdam Ave & W 162 St,8172.07,-73.939789,40.83618,18
Morris Ave & McClellan St,8107.10,-73.9149,40.831584,85
W 168th S & Fort Washington Ave,8226.07,-73.94224,40.842102,18
Berry St & N 8 St,5379.09,-73.958525,40.719009,128
E 3 St & 1 Ave,5553.03,-73.987834,40.724677,144
Central Ave & Covert St,4550.05,-73.90951,40.68929,154
W 31 St & 7 Ave,6331.01,-73.9916,40.749156,60
62 St & 4 Ave,2923.01,-74.019776,40.639859,53
Fort Washington Ave & W 173 St,8320.01,-73.940493,40.84522,38
Powers St & Olive St,5210.01,-73.93894,40.71323,82
Bulova Ave & Brooklyn Queens Expressway W,6766.03,-73.902534,40.762507,121
Jay St & York St,4895.09,-73.986727,40.701403,50
Hancock St & Wyckoff Ave,4735.16,-73.90674,40.6972,132
Myrtle Ave & Marcy Ave,4707.03,-73.949549,40.695398,140
Warren St & Smith St,4371.01,-73.991278,40.685424,142
Wadsworth Ave & W 179 St,8336.02,-73.936064,40.848467,96
W 33 St & 7 Ave,6407.07,-73.990931,40.7502,60
5 Ave & 66 St,2782.02,-74.020005,40.635679,53
Broadway & Kosciuszko St,4608.01,-73.92852,40.69329,43
Knickerbocker Ave & Halsey St,4623.02,-73.90824,40.693,132
White St & Johnson Ave,5099.03,-73.93581,40.707174,103
Menahan St & Central Ave,4672.01,-73.9196,40.69543,83
Cauldwell Ave & E 158 St,7913.15,-73.908351,40.81989,49
Hamilton Pl & W 138 St,7920.01,-73.952761,40.821728,8
St Nicholas Ave & Manhattan Ave,7723.01,-73.953149,40.809725,93
Union Ave & E 169 St,8064.03,-73.898802,40.82995,139
E 68 St & 3 Ave,6896.16,-73.962246,40.767128,101
2 Ave & E 55 St,6650.08,-73.966382,40.75792,40
24 St & 38 Ave,6581.14,-73.936515,40.756351,133
7 Ave & 20 St,3588.01,-73.98854,40.659053,199
37 St & 24 Ave,6981.16,-73.912094,40.770148,6
E 114 St & 1 Ave,7540.02,-73.936254,40.794566,36
Broadway & W 53 St,6779.05,-73.982681,40.763441,165
W 146 St & Broadway,8018.09,-73.949738,40.826969,107
Grand Concourse & E 161 St,8021.11,-73.922736,40.827134,124
Moffat St & Bushwick,4357.01,-73.90925,40.68458,7
E 138 St & Grand Concourse,7803.08,-73.930605,40.813224,57
Adam Clayton Powell Blvd & W 138 St,7855.03,-73.942296,40.81696,76
River Ave & E 151 St,7967.04,-73.928939,40.822217,124
Madison St & Woodward Ave,4954.07,-73.90408,40.70408,37
E 19 St & 3 Ave,5938.01,-73.984738,40.736245,78
E 158 St & Melrose Ave,7957.11,-73.914688,40.822215,49
Congress St & Hicks St,4497.09,-73.999513,40.689395,33
E Fordham Rd & Webster Ave,8582.09,-73.89105,40.861748,187
E 115 St & Madison Ave,7599.02,-73.944846,40.798944,118
Franklin Ave & E 169 St,8118.02,-73.90208,40.83171,51
W 11 St & 6 Ave,5914.03,-73.998004,40.735324,194
Halsey St & Tompkins Ave,4319.07,-73.944118,40.682369,31
Adam Clayton Powell Blvd & W 115 St,7643.18,-73.953242,40.802535,54
Berkeley Pl & 7 Ave,4051.01,-73.975232,40.675147,63
Wyckoff Ave & Gates Ave,4847.03,-73.911719,40.699871,132
Bedford Ave & Bergen St,4066.15,-73.952918,40.676368,98
Greene Av & Myrtle Av,4784.02,-73.918877,40.698568,117
Central Park West & W 85 St,7354.01,-73.969862,40.78476,89
53 St & 4 Ave,3169.07,-74.014531,40.644862,188
11 St & 43 Ave,6438.04,-73.947912,40.751907,73
Graham Ave & Herbert St,5403.05,-73.945004,40.719293,52
Lexington Ave & E 36 St,6313.10,-73.978801,40.747574,111
1 Ave & E 62 St,6753.08,-73.96094,40.761227,40
John St & William St,5065.04,-74.007222,40.708621,1
21 Ave & 80 St,7060.02,-73.889914,40.770888,45
E 27 St & Park Ave S,6131.13,-73.984716,40.742752,5
Eldert St & Bushwick Ave,4399.03,-73.91321,40.68652,154
Sterling Pl & Bedford Ave,3993.03,-73.954131,40.672695,98
23 Rd & 29 St,7082.01,-73.914935,40.77406,6
Greene Ave & Throop Ave,4510.04,-73.942061,40.689493,31
Franklin Ave & St Marks Ave,4107.05,-73.956168,40.675832,98
Walton Ave & E 168 St,8179.03,-73.918316,40.83649,122
Metropolitan Ave & Vandervoort Ave,5241.02,-73.93323,40.71429,82
E 81 St & 2 Ave,7121.05,-73.954275,40.774779,178
Banker St & Meserole Ave,5633.04,-73.95621,40.72606,44
Bergen St & 4 Ave,4322.06,-73.979898,40.682564,129
Jerome Ave & E 164 St,8096.02,-73.926226,40.831444,30
Coffey St & Conover St,4137.10,-74.015665,40.677236,48
Bushwick Ave & Dekalb Ave,4680.05,-73.92825,40.69502,43
Cadman Plaza E & Tillary St,4677.01,-73.990149,40.695977,155
Nassau Ave & Russell St,5581.01,-73.94434,40.72557,52
Prospect Pl & 6 Ave,4166.08,-73.975195,40.679331,100
Grand Army Plaza & Central Park S,6839.10,-73.973715,40.764397,66
Baltic St & 5 Ave,4208.11,-73.97855,40.679577,100
Grand Concourse & E 196 St,8635.08,-73.89286,40.86767,161
Wyckoff St & Nevins St,4290.08,-73.984275,40.683426,185
Broadway & Berry St,5164.04,-73.965251,40.710446,147
46 Ave & 5 St,6286.02,-73.95451,40.74731,22
E 55 St & 2 Ave,6650.07,-73.966033,40.757973,40
2 Ave & E 122 St,7622.12,-73.9349,40.800672,36
River Ave & McClellan St,8111.07,-73.92243,40.83406,30
Frederick Douglass Blvd & W 115 St,7658.13,-73.955931,40.803865,148
5 Ave & 3 St,3987.06,-73.983524,40.672815,72
Madison St & Cypress Ave,4807.02,-73.90742,40.70068,37
Lewis Ave & Kosciuszko St,4617.01,-73.937054,40.692371,43
Suydam St & St. Nicholas Ave,5043.06,-73.91945,40.70636,16
44 Dr & Jackson Ave,6352.01,-73.943264,40.747182,73
Franklin Ave & Myrtle Ave,4715.01,-73.958014,40.694546,114
6 Ave & W 45 St,6593.15,-73.982631,40.756951,68
Longwood Ave & Southern Blvd,7849.10,-73.896447,40.816343,34
Bay St & Court St,3931.09,-74.001328,40.671409,135
28 Ave & 35 St,6951.03,-73.916986,40.7671,145
41 St & 4 Ave,3347.03,-74.007168,40.651354,183
Gerard Ave & E 164 St,8077.07,-73.923391,40.830262,30
Crescent St & Ditmars Blvd,7233.05,-73.914564,40.778718,116
Brook Ave & E 157 St,7935.07,-73.911759,40.820713,49
45 Rd & 11 St,6319.01,-73.949772,40.747086,73
Willoughby St & Ashland Pl,4587.02,-73.97877,40.69178,130
E 149 St & Morris Ave,7863.03,-73.922962,40.81734,57
9 St & 44 Rd,6361.03,-73.9521,40.74966,73
Washington Ave & E 163 St,7995.04,-73.91089,40.824,49
W 145 St & Amsterdam Ave,7997.08,-73.947257,40.825244,107
Amsterdam Ave & W 180 St,8353.02,-73.931205,40.847396,96
Prospect Park W & 20 St,3507.04,-73.983864,40.656633,199
Amsterdam Ave & W 175 St,8278.05,-73.933651,40.844044,96
35 St & 30 Ave,6887.03,-73.918116,40.765476,145
Windsor Pl & 8 Ave,3620.02,-73.983074,40.660906,199
Myrtle Ave & Lewis Ave,4729.01,-73.937569,40.69682,43
Grand Concourse & E 167 St,8126.07,-73.917641,40.834263,85
38 St & 30 Ave,6850.01,-73.91584,40.764175,145
Amsterdam Ave & W 172 St,8242.04,-73.935111,40.842173,96
Weeks Ave & E 175 St,8340.05,-73.907342,40.846879,84
Sigourney St & Columbia St,3940.04,-74.008795,40.672672,48
Audubon Ave & Fort George Ave,8491.07,-73.927174,40.857158,196
Prospect Park SW & 16 St,3498.09,-73.974165,40.657265,4
Harlem River Dr & W 155 St,8085.13,-73.939929,40.830476,170
Broadway & Moylan Pl,7823.03,-73.959025,40.814326,93
Carroll St & Franklin Ave,3847.04,-73.9588,40.667941,41
21 St & 31 Dr,6865.03,-73.930819,40.7659,56
40 Ave & Crescent St,6462.05,-73.937956,40.753599,133
55 St & 5 Ave,3050.03,-74.013318,40.642408,188
52 St & 1 Ave,3253.01,-74.020105,40.649292,173
Broadway & W 37 St,6441.02,-73.987535,40.751726,60
Washington St & Gansevoort St,6039.06,-74.008119,40.739323,25
E 85 St & York Ave,7146.04,-73.948034,40.775369,123
Duffield St & Willoughby St,4596.05,-73.984284,40.692216,17
Putnam Ave & Wyckoff Ave,4735.03,-73.90904,40.69811,132
W 100 St & Broadway,7580.01,-73.970412,40.797372,181
1 Ave & E 110 St,7522.02,-73.9383,40.792327,102
Albany Ave & Fulton St,4237.02,-73.938475,40.680011,110
Warren St & Court St,4413.08,-73.993833,40.686371,142
Forest Ave & Summerfield St,4798.02,-73.89795,40.69922,157
E 153 St & E 157 St,8025.01,-73.929327,40.826677,124
Frederick Douglass Blvd & W 112 St,7631.23,-73.957145,40.801694,148
Webster Ave & Ford St,8472.08,-73.89615,40.85556,32
W 47 St & 6 Ave,6667.04,-73.98255,40.758397,68
George St & Wilson Ave,4906.07,-73.92997,40.702997,198
5 Ave & E 63 St,6904.06,-73.971518,40.766368,66
Louis Nine Blvd & Intervale Ave,8114.02,-73.892686,40.831998,139
President St & Henry St,4307.13,-73.999904,40.6828,33
Vernon Blvd & 41 Rd,6514.08,-73.948568,40.755243,153
E 65 St & 2 Ave,6860.12,-73.962221,40.764719,101
35 Ave & 37 St,6563.12,-73.923661,40.755733,81
E 13 St & Avenue A,5779.09,-73.98068,40.729667,169
Sheridan Ave & E 172 St,8229.04,-73.911479,40.840494,167
Boerum St & Broadway,5004.02,-73.949765,40.705381,3
Carlton Ave & Flushing Ave,4732.08,-73.973736,40.697787,46
Westchester Ave & Jackson Ave,7853.01,-73.908116,40.816124,115
Central Ave & Woodbine St,4632.10,-73.91605,40.69296,154
Nassau St & Navy St,4812.02,-73.980689,40.698399,186
Greene Ave & Grandview Ave,5106.04,-73.907856,40.709697,37
Broadway & W 36 St,6441.01,-73.987654,40.750977,60
Lexington Ave & E 29 St,6164.09,-73.982154,40.743116,5
Crescent St & 30 Ave,6958.06,-73.924957,40.768692,39
Leonard St & Maujer St,5148.03,-73.94706,40.710369,3
27 St & Hunter St,6310.06,-73.941275,40.7485,73
E 72 St & York Ave,6889.12,-73.953483,40.766638,29
Clinton St & Joralemon St,4605.04,-73.993379,40.692395,80
5 Ave & 41 St,3306.03,-74.005144,40.649983,77
65 St & 2 Ave,3019.02,-74.02564,40.640493,95
W 104 St & Amsterdam Ave,7610.13,-73.966495,40.799041,181
Convent Ave & W 151 St,8049.10,-73.942924,40.82831,170
Clinton St & Union St,4266.03,-73.997853,40.683116,112
7 Ave & 22 St,3515.01,-73.989605,40.658029,199
Clay Ave & E 173 St,8281.06,-73.904867,40.843264,106
Van Buren St & Broadway,4568.01,-73.92617,40.692,83
Water St & Main St,4936.14,-73.990409,40.703212,151
E 116 St & 2 Ave,7563.06,-73.937261,40.796879,36
Front St & Jay St,4895.03,-73.986842,40.702461,50
Ditmars Blvd & 19 St,7291.06,-73.91833,40.78145,116
3 St & 3 Ave,4028.03,-73.987752,40.67507,72
E 156 & Brook Ave,7896.11,-73.912411,40.819823,49
50 St & 30 Ave,6735.03,-73.907107,40.760083,67
W 148 St & Amsterdam Ave,8033.09,-73.945909,40.827075,107
36 St & Ditmars Blvd,7111.10,-73.908335,40.774306,86
E 102 St & 1 Ave,7407.13,-73.941648,40.786995,102
Southern Blvd & Avenue St. John,7767.06,-73.901583,40.812769,115
W 180 St & Ft Washington Ave,8358.03,-73.938423,40.849972,38
Cypress Ave & George St,4765.07,-73.90271,40.69812,157
Cabrini Blvd & W 177 St,8358.10,-73.941343,40.848282,38
Westchester Ave & Longwood Ave,7909.07,-73.901311,40.819701,115
34 St & 38 Ave,6453.02,-73.929737,40.752443,14
Union Ave & Wallabout St,4818.03,-73.950323,40.700295,88
Hicks St & Montague St,4645.09,-73.995951,40.695128,80
Columbus Ave & W 95 St,7520.07,-73.968087,40.791956,89
31 Ave & 34 St,6819.15,-73.920827,40.763154,145
Prospect Ave & E 151 St,7830.03,-73.903927,40.814232,115
Central Ave & Decatur St,4432.10,-73.90798,40.6882,7
St. Ann's Av & Bruckner Blvd,7657.03,-73.919763,40.803399,87
Morgan Ave & Lombardy St,5503.01,-73.93889,40.72226,52
Halsey St & Broadway,4366.01,-73.91564,40.68565,154
Park Ave & E 162 St,8016.07,-73.915585,40.825716,49
Madison St & Seneca Ave,4880.11,-73.90625,40.70183,37
Chester Ave & 12 Ave,3135.04,-73.984276,40.644367,193
Grand Concourse & E 171 St,8194.06,-73.913004,40.839549,167
21 Ave & Crescent St,7284.01,-73.912212,40.780478,116
E 118 St & Madison Ave,7640.04,-73.944251,40.801487,118
28 St & 36 Ave,6614.01,-73.932719,40.757186,14
E 160 St & Tinton Ave,7931.05,-73.903944,40.820302,115
Riverside Dr & W 91 St,7524.16,-73.977004,40.793135,58
Shakespeare Ave & W 169 St,8198.05,-73.922423,40.839312,122
Beck St & Leggett Ave,7807.04,-73.899939,40.815077,115
Willis Ave & E 137 St,7726.02,-73.923604,40.808384,182
Park Ave & E 124 St,7682.01,-73.939686,40.804555,134
Intervale Ave & Westchester Ave,7948.10,-73.896752,40.821967,34
31 St & Newtown Ave,6923.20,-73.920933,40.767549,145
Margaret Corbin Plz & Ft Washington Ave,8532.03,-73.933872,40.859166,59
Dwight St & Van Dyke St,3981.10,-74.011956,40.673636,48
76 St & 21 Ave,7032.02,-73.893675,40.77028,195
Fulton Ave & E 168 St,8084.03,-73.904556,40.830471,51
Macombs Rd & Featherbed Ln,8307.05,-73.91722,40.84552,61
W 204 St & Nagle Ave,8579.03,-73.920827,40.863211,19
34 Ave & 38 St,6638.01,-73.921631,40.756913,81
Hazen St & 20 Ave,7032.06,-73.895166,40.772092,195
Adam Clayton Powell Blvd & W 123 St,7704.04,-73.949373,40.807832,159
3 Ave & E 174 St - Bathgate Vaccination Site,8241.07,-73.8985,40.84224,106
Roosevelt Island Tramway,6599.01,-73.9536,40.757284,153
E 167 St & Bryant Ave,8040.03,-73.888719,40.826706,24
24 Ave & 29 St,7119.04,-73.916142,40.7729,6
Vernon Blvd & 10 St,6937.07,-73.937355,40.767186,56
Cedar Ave & W Fordham Rd,8575.02,-73.91219,40.86156,160
35 St & 23 Ave,7047.07,-73.91119,40.773015,6
11 Ave & Prospect Ave,3538.09,-73.977335,40.65629,4
Dahill Rd & 12 Ave,3208.07,-73.980963,40.646037,70
25 Ave & 41 St,6943.07,-73.910963,40.767666,67
Front St & Gold St,4927.04,-73.982578,40.70224,50
Fairview Ave & Linden St,5066.03,-73.90632,40.70694,37
Cauldwell Ave & E 161 St,7952.02,-73.907521,40.82188,49
Seneca Ave & Irvine St,7883.09,-73.888625,40.818726,109
Aqueduct Ave & W 190 St,8605.06,-73.902424,40.864921,174
36 Ave & 31 St,6572.08,-73.929575,40.756513,14
Clark St & Henry St,4789.03,-73.993446,40.697601,151
Vernon Blvd & 47 Rd,6212.08,-73.953457,40.744907,22
Bushwick Ave & Stagg St,5140.06,-73.94008,40.709897,82
Broadway & Furman Ave,4244.06,-73.90756,40.68139,7
3 Ave & E 172 St,8205.05,-73.900277,40.839586,106
46 St & 25 Ave,6907.03,-73.90676,40.765753,67
Willoughby Ave & Onderdonk Ave,5115.05,-73.91727,40.7098,189
6 Ave & 55 St,3000.08,-74.010996,40.640831,188
Madison St & Evergreen Ave,4560.01,-73.91693,40.69122,154
35 St & Broadway,6750.16,-73.922243,40.760339,81
28 Ave & 44 St,6879.04,-73.910651,40.764089,67
20 Ave & 33 St,7226.03,-73.905708,40.779399,86
46 St & 7 Ave,3117.05,-74.003754,40.644743,77
Waterloo Pl & Crotona Park East,8216.02,-73.888587,40.839194,158
Kingsland Ave & Nassau Ave,5613.04,-73.94173,40.72577,52
Carroll St & 6 Ave,4019.06,-73.978728,40.674089,63
E 60 St & York Ave,6682.08,-73.959223,40.759107,40
Ditmars Blvd & 76 St,6927.03,-73.893531,40.768442,195
Morris Ave & E 163 St,8036.05,-73.917656,40.82723,85
Macombs Pl & W 152 St,8029.28,-73.937948,40.826406,170
Wilkins Ave & Crotona Park E,8167.02,-73.895133,40.835302,139
Bridge St & Water St,4968.03,-73.984691,40.702969,50
5 Ave & E 93 St,7372.10,-73.957481,40.785785,172
E 170 St & Clay Ave,8156.01,-73.908345,40.837213,167
Wolcott St & Dwight St,4054.02,-74.01007,40.675327,48
Fulton Ave & E 172 St,8186.01,-73.899047,40.839229,106
Lafayette Ave & Hunts Point Ave,7883.06,-73.888161,40.816567,109
Jerome Ave & W Fordham Rd,8586.09,-73.90108,40.86294,92
W 181 St & Riverside Dr,8381.04,-73.94186,40.85168,38
E 88 St & Park Ave,7293.10,-73.955959,40.781411,105
Tiebout Ave & E 184 St,8510.02,-73.89637,40.858498,32
Vernon Blvd & 30 Rd,7003.03,-73.934171,40.770845,56
Henry St & Middagh St,4861.05,-73.991581,40.7003,151
Pioneer St & Van Brunt St,4169.04,-74.011169,40.679043,48
Edgecombe Ave & W 145 St,7976.08,-73.94386,40.823498,107
Wales Ave & E 147 St,7751.05,-73.907729,40.811314,10
Crescent St & 35 Ave,6688.01,-73.932146,40.759628,179
21 St & 43 Ave,6395.01,-73.945948,40.750525,73
Vernon Blvd & 31 Ave,7003.06,-73.93545,40.769247,56
